transaction_id,timestamp,sender_account,receiver_account,amount,transaction_type,merchant_category,location,device_used,is_fraud
tx_001295,2026-01-21 04:41:01.123794,sender_0045,receiver_0295,147.99,payment,gas,Chicago,mobile,0
tx_001296,2026-01-29 01:07:29.123794,sender_0046,receiver_0296,238.97,deposit,restaurant,NYC,mobile,0
tx_001297,2026-01-13 08:41:56.123794,sender_0047,receiver_0297,10.52,payment,restaurant,Phoenix,mobile,0
tx_001298,2026-01-04 14:20:33.123794,sender_0048,receiver_0298,265.63,payment,gas,NYC,pos,0
tx_001299,2026-01-28 09:02:58.123794,sender_0049,receiver_0299,16.69,transfer,online,San Diego,web,0
tx_001300,2026-01-27 04:45:58.123794,sender_0050,receiver_0300,19.32,transfer,online,San Antonio,atm,0
tx_001301,2026-01-03 02:00:07.123794,sender_0051,receiver_0301,73.29,payment,restaurant,LA,pos,0
tx_001302,2026-01-06 23:14:46.123794,sender_0052,receiver_0302,2.19,transfer,online,Houston,pos,0
tx_001303,2026-01-13 11:02:23.123794,sender_0053,receiver_0303,71.05,transfer,restaurant,Chicago,web,0
tx_001304,2026-01-10 08:14:14.123794,sender_0054,receiver_0304,238.1,transfer,grocery,Philadelphia,web,0
tx_001305,2026-01-31 00:55:00.123794,sender_0055,receiver_0305,4.62,transfer,online,Chicago,pos,0
tx_001306,2026-01-07 21:50:48.123794,sender_0056,receiver_0306,279.64,payment,retail,NYC,atm,0
tx_001307,2026-01-30 19:39:46.123794,sender_0057,receiver_0307,19.14,payment,online,LA,web,0
tx_001308,2026-01-29 16:13:21.123794,sender_0058,receiver_0308,74.46,transfer,gas,Chicago,web,0
tx_001309,2026-01-25 21:09:22.123794,sender_0059,receiver_0309,23.8,transfer,retail,San Diego,web,0
tx_001310,2026-01-20 17:07:05.123794,sender_0060,receiver_0310,128.94,payment,restaurant,San Diego,mobile,0
tx_001311,2026-01-16 00:37:04.123794,sender_0061,receiver_0311,254.02,transfer,gas,NYC,atm,0
tx_001312,2026-01-29 02:37:49.123794,sender_0062,receiver_0312,144.1,payment,restaurant,Philadelphia,web,0
tx_001313,2026-01-11 17:21:52.123794,sender_0063,receiver_0313,54.27,withdrawal,online,San Diego,mobile,0
tx_001314,2026-01-23 04:12:51.123794,sender_0064,receiver_0314,26.74,transfer,retail,NYC,mobile,0
tx_001315,2026-01-24 10:44:59.123794,sender_0065,receiver_0315,49.21,withdrawal,restaurant,Philadelphia,pos,0
tx_001316,2026-01-04 13:09:44.123794,sender_0066,receiver_0316,146.05,withdrawal,gas,Chicago,web,0
tx_001317,2026-01-15 10:51:53.123794,sender_0067,receiver_0317,153.76,transfer,online,Philadelphia,mobile,0
tx_001318,2026-01-26 07:17:54.123794,sender_0068,receiver_0318,124.74,transfer,retail,Phoenix,mobile,0
tx_001319,2026-01-22 08:46:45.123794,sender_0069,receiver_0319,7.97,deposit,grocery,San Diego,web,0
tx_001320,2026-01-07 17:52:07.123794,sender_0070,receiver_0320,52.74,transfer,retail,LA,mobile,0
tx_001321,2026-01-27 04:45:37.123794,sender_0071,receiver_0321,21.11,withdrawal,restaurant,San Antonio,web,0
tx_001322,2026-01-08 02:43:30.123794,sender_0072,receiver_0322,148.03,payment,online,LA,web,0
tx_001323,2026-01-08 00:13:48.123794,sender_0073,receiver_0323,17.33,transfer,restaurant,Chicago,web,0
tx_001324,2026-01-08 02:18:10.123794,sender_0074,receiver_0324,107.56,transfer,restaurant,San Diego,pos,0
tx_001325,2026-01-15 17:00:38.123794,sender_0075,receiver_0325,35.76,payment,online,San Antonio,mobile,0
tx_001326,2026-01-22 00:25:44.123794,sender_0076,receiver_0326,3.26,payment,retail,LA,mobile,0
tx_001327,2026-01-12 01:23:14.123794,sender_0077,receiver_0327,220.62,payment,gas,Phoenix,mobile,0
tx_001328,2026-01-13 15:36:09.123794,sender_0078,receiver_0328,52.57,deposit,restaurant,NYC,mobile,0
tx_001329,2026-01-06 16:10:05.123794,sender_0079,receiver_0329,370.17,withdrawal,gas,LA,mobile,0
tx_001330,2026-01-16 08:34:13.123794,sender_0080,receiver_0330,4.49,transfer,grocery,Philadelphia,atm,0
tx_001331,2026-01-10 17:48:41.123794,sender_0081,receiver_0331,35.26,withdrawal,online,Phoenix,mobile,0
tx_001332,2026-01-22 10:00:18.123794,sender_0082,receiver_0332,39.46,withdrawal,gas,Chicago,pos,0
tx_001333,2026-01-10 23:58:59.123794,sender_0083,receiver_0333,328.8319712813022,deposit,online,Philadelphia,mobile,1
tx_001334,2026-01-03 13:54:21.123794,sender_0084,receiver_0334,7.48,payment,restaurant,Chicago,web,0
tx_001335,2026-01-06 06:08:19.123794,sender_0085,receiver_0335,123.48,withdrawal,entertainment,NYC,pos,0
tx_001336,2026-01-28 09:01:41.123794,sender_0086,receiver_0336,960.54,payment,grocery,Chicago,mobile,0
tx_001337,2026-01-03 01:45:33.123794,sender_0087,receiver_0337,111.25,transfer,grocery,San Diego,mobile,0
tx_001338,2026-01-22 05:43:36.123794,sender_0088,receiver_0338,62.76,deposit,grocery,San Diego,atm,0
tx_001339,2026-01-25 12:51:28.123794,sender_0089,receiver_0339,6.92,transfer,retail,Chicago,web,0
tx_001340,2026-01-19 14:21:51.123794,sender_0090,receiver_0340,17.09,transfer,restaurant,NYC,web,0
tx_001341,2026-01-08 12:00:41.123794,sender_0091,receiver_0341,50.21,withdrawal,grocery,Phoenix,mobile,0
tx_001342,2026-01-12 04:50:09.123794,sender_0092,receiver_0342,24.66,transfer,retail,San Antonio,atm,0
tx_001343,2026-01-11 06:37:29.123794,sender_0093,receiver_0343,254.52,withdrawal,retail,LA,web,0
tx_001344,2026-01-28 16:27:27.123794,sender_0094,receiver_0344,121.58,withdrawal,retail,Houston,mobile,0
tx_001345,2026-01-30 21:52:10.123794,sender_0095,receiver_0345,3098.17,transfer,gas,San Diego,pos,0
tx_001346,2026-01-12 04:39:24.123794,sender_0096,receiver_0346,12.54,payment,restaurant,Phoenix,web,0
tx_001347,2026-01-22 00:42:43.123794,sender_0097,receiver_0347,57.38,withdrawal,online,Chicago,web,0
tx_001348,2026-01-21 08:12:34.123794,sender_0098,receiver_0348,6.85,payment,restaurant,Phoenix,atm,0
tx_001349,2026-01-12 05:11:56.123794,sender_0099,receiver_0349,1.95,deposit,grocery,NYC,web,0
tx_001350,2026-01-21 17:14:42.123794,sender_0100,receiver_0350,161.43,withdrawal,gas,NYC,mobile,0
tx_001351,2026-01-08 02:55:13.123794,sender_0101,receiver_0351,115.0,transfer,entertainment,San Diego,web,0
tx_001352,2026-01-03 17:29:01.123794,sender_0102,receiver_0352,15.15,transfer,grocery,LA,atm,0
tx_001353,2026-01-11 00:51:23.123794,sender_0103,receiver_0353,62.77,deposit,online,LA,web,0
tx_001354,2026-01-28 03:53:44.123794,sender_0104,receiver_0354,21.24,payment,restaurant,Houston,pos,0
tx_001355,2026-01-12 21:45:35.123794,sender_0105,receiver_0355,26.02,transfer,online,San Diego,mobile,0
tx_001356,2026-01-12 05:50:04.123794,sender_0106,receiver_0356,33.77,withdrawal,online,San Antonio,mobile,0
tx_001357,2026-01-18 23:59:20.123794,sender_0107,receiver_0357,14.23,withdrawal,restaurant,NYC,web,0
tx_001358,2026-01-13 05:09:23.123794,sender_0108,receiver_0358,18.63,payment,restaurant,Philadelphia,web,0
tx_001359,2026-01-06 15:30:02.123794,sender_0109,receiver_0359,19.44,payment,online,Houston,mobile,0
tx_001360,2026-01-17 07:22:33.123794,sender_0110,receiver_0360,102.96,payment,gas,Houston,atm,0
tx_001361,2026-01-29 17:00:39.123794,sender_0111,receiver_0361,0.85,withdrawal,online,Philadelphia,mobile,0
tx_001362,2026-01-12 16:00:50.123794,sender_0112,receiver_0362,38.81,withdrawal,online,NYC,mobile,0
tx_001363,2026-01-11 15:32:30.123794,sender_0113,receiver_0363,10.68,deposit,online,San Diego,pos,0
tx_001364,2026-01-05 03:36:15.123794,sender_0114,receiver_0364,11.28,payment,restaurant,Phoenix,mobile,0
tx_001365,2026-01-16 15:25:49.123794,sender_0115,receiver_0365,24.82,withdrawal,gas,Chicago,pos,0
tx_001366,2026-01-31 10:26:53.123794,sender_0116,receiver_0366,53.44,deposit,online,Phoenix,mobile,0
tx_001367,2026-01-13 12:49:02.123794,sender_0117,receiver_0367,39.58,transfer,grocery,LA,mobile,0
tx_001368,2026-01-15 22:46:31.123794,sender_0118,receiver_0368,11.07,transfer,entertainment,Phoenix,atm,0
tx_001369,2026-01-03 08:01:00.123794,sender_0119,receiver_0369,161.18,withdrawal,entertainment,NYC,atm,0
tx_001370,2026-01-27 07:07:54.123794,sender_0120,receiver_0370,14.1,transfer,grocery,LA,web,0
tx_001371,2026-01-12 20:40:41.123794,sender_0121,receiver_0371,18.14,transfer,grocery,San Antonio,mobile,0
tx_001372,2026-01-19 00:22:11.123794,sender_0122,receiver_0372,304.5704189838234,transfer,restaurant,San Diego,web,1
tx_001373,2026-01-26 23:36:43.123794,sender_0123,receiver_0373,368.59658817470716,transfer,entertainment,LA,mobile,1
tx_001374,2026-01-02 03:01:27.123794,sender_0124,receiver_0374,75.48001628184561,transfer,restaurant,Houston,atm,1
tx_001375,2026-01-31 04:47:20.123794,sender_0125,receiver_0375,0.67,transfer,restaurant,Houston,mobile,0
tx_001376,2026-01-04 23:45:05.123794,sender_0126,receiver_0376,14.47,deposit,online,Chicago,atm,0
tx_001377,2026-01-24 21:42:23.123794,sender_0127,receiver_0377,69.6,withdrawal,grocery,LA,mobile,0
tx_001378,2026-01-31 10:52:23.123794,sender_0128,receiver_0378,153.38,withdrawal,restaurant,Philadelphia,web,0
tx_001379,2026-01-22 19:52:22.123794,sender_0129,receiver_0379,48.48,transfer,gas,LA,atm,0
tx_001380,2026-01-13 16:24:53.123794,sender_0130,receiver_0380,26.62,withdrawal,online,San Diego,mobile,0
tx_001381,2026-01-30 06:22:20.123794,sender_0131,receiver_0381,1702.44,withdrawal,grocery,Houston,atm,0
tx_001382,2026-01-21 16:59:16.123794,sender_0132,receiver_0382,31.23,payment,restaurant,San Diego,mobile,0
tx_001383,2026-01-26 00:24:07.123794,sender_0133,receiver_0383,136.78,transfer,retail,LA,mobile,0
tx_001384,2026-01-10 20:08:28.123794,sender_0134,receiver_0384,7.37,payment,restaurant,San Diego,web,0
tx_001385,2026-01-09 22:17:49.123794,sender_0135,receiver_0385,10.64,withdrawal,online,NYC,pos,0
tx_001386,2026-01-21 01:10:32.123794,sender_0136,receiver_0386,144.17,payment,grocery,San Antonio,mobile,0
tx_001387,2026-01-02 01:18:10.123794,sender_0137,receiver_0387,261.61,withdrawal,restaurant,Chicago,web,0
tx_001388,2026-01-21 13:53:19.123794,sender_0138,receiver_0388,30.43,payment,grocery,Chicago,web,0
tx_001389,2026-01-26 21:25:01.123794,sender_0139,receiver_0389,3.41,payment,online,NYC,mobile,0
tx_001390,2026-01-28 17:35:56.123794,sender_0140,receiver_0390,42.46,withdrawal,gas,NYC,mobile,0
tx_001391,2026-01-26 10:19:43.123794,sender_0141,receiver_0391,72.54,transfer,gas,Philadelphia,web,0
tx_001392,2026-01-07 08:03:45.123794,sender_0142,receiver_0392,63.32,payment,grocery,Phoenix,mobile,0
tx_001393,2026-01-05 10:34:53.123794,sender_0143,receiver_0393,23.45,deposit,gas,Phoenix,web,0
tx_001394,2026-01-23 02:16:39.123794,sender_0144,receiver_0394,43.41,withdrawal,restaurant,LA,atm,0
tx_001395,2026-01-30 03:43:25.123794,sender_0145,receiver_0395,17.73,transfer,online,LA,atm,0
tx_001396,2026-01-14 21:09:02.123794,sender_0146,receiver_0396,10.3,transfer,grocery,San Diego,mobile,0
tx_001397,2026-01-05 10:28:25.123794,sender_0147,receiver_0397,169.61,payment,online,San Antonio,web,0
tx_001398,2026-01-05 06:23:59.123794,sender_0148,receiver_0398,63.22,withdrawal,restaurant,LA,mobile,0
tx_001399,2026-01-08 15:49:58.123794,sender_0149,receiver_0399,43.55,payment,restaurant,Phoenix,web,0
tx_001400,2026-01-14 02:02:04.123794,sender_0150,receiver_0400,25.52,payment,retail,San Diego,pos,0
tx_001401,2026-01-11 13:28:10.123794,sender_0151,receiver_0401,41.67,transfer,gas,San Diego,mobile,0
tx_001402,2026-01-21 15:01:19.123794,sender_0152,receiver_0402,69.44,withdrawal,grocery,NYC,web,0
tx_001403,2026-01-20 08:12:06.123794,sender_0153,receiver_0403,729.98,withdrawal,online,San Diego,atm,0
tx_001404,2026-01-11 23:42:33.123794,sender_0154,receiver_0404,145.74,deposit,retail,Chicago,web,0
tx_001405,2026-01-24 08:27:44.123794,sender_0155,receiver_0405,20.1,transfer,restaurant,Philadelphia,mobile,0
tx_001406,2026-01-06 07:38:28.123794,sender_0156,receiver_0406,20.42,withdrawal,retail,Chicago,mobile,0
tx_001407,2026-01-14 19:05:53.123794,sender_0157,receiver_0407,16.16,payment,online,Phoenix,web,0
tx_001408,2026-01-03 02:39:40.123794,sender_0158,receiver_0408,40.42,payment,restaurant,Phoenix,mobile,0
tx_001409,2026-01-06 07:32:01.123794,sender_0159,receiver_0409,16.14,withdrawal,online,Chicago,web,0
tx_001410,2026-01-07 12:14:28.123794,sender_0160,receiver_0410,111.3,transfer,restaurant,Houston,mobile,0
tx_001411,2026-01-24 05:20:02.123794,sender_0161,receiver_0411,1.04,transfer,restaurant,Philadelphia,atm,0
tx_001412,2026-01-14 18:17:27.123794,sender_0162,receiver_0412,121.85,withdrawal,restaurant,Houston,mobile,0
tx_001413,2026-01-24 15:06:38.123794,sender_0163,receiver_0413,82.52,payment,online,NYC,mobile,0
tx_001414,2026-01-03 03:18:31.123794,sender_0164,receiver_0414,362.9,transfer,restaurant,NYC,web,0
tx_001415,2026-01-09 06:09:00.123794,sender_0165,receiver_0415,203.4,payment,grocery,Philadelphia,mobile,0
tx_001416,2026-01-01 18:48:12.123794,sender_0166,receiver_0416,19.58,payment,online,San Diego,web,0
tx_001417,2026-01-15 15:49:58.123794,sender_0167,receiver_0417,171.82,deposit,online,San Antonio,mobile,0
tx_001418,2026-01-16 16:17:35.123794,sender_0168,receiver_0418,42.43,transfer,entertainment,LA,mobile,0
tx_001419,2026-01-13 08:06:41.123794,sender_0169,receiver_0419,3.0,withdrawal,restaurant,Houston,mobile,0
tx_001420,2026-01-22 20:44:33.123794,sender_0170,receiver_0420,69.29,transfer,grocery,LA,mobile,0
tx_001421,2026-01-27 02:52:37.123794,sender_0171,receiver_0421,72.95879465815541,transfer,grocery,San Diego,pos,1
tx_001422,2026-01-29 01:03:19.123794,sender_0172,receiver_0422,54.62,transfer,online,LA,mobile,0
tx_001423,2026-01-14 00:23:08.123794,sender_0173,receiver_0423,650.13,withdrawal,grocery,Chicago,pos,0
tx_001424,2026-01-10 00:30:24.123794,sender_0174,receiver_0424,76.49,transfer,retail,Philadelphia,mobile,0
tx_001425,2026-01-07 03:47:11.123794,sender_0175,receiver_0425,55.17319078018228,withdrawal,gas,San Diego,web,1
tx_001426,2026-01-06 22:58:07.123794,sender_0176,receiver_0426,231.97,payment,retail,NYC,web,0
tx_001427,2026-01-13 18:35:32.123794,sender_0177,receiver_0427,94.05,deposit,online,LA,pos,0
tx_001428,2026-01-19 07:23:25.123794,sender_0178,receiver_0428,9.95,withdrawal,retail,Houston,atm,0
tx_001429,2026-01-02 20:53:37.123794,sender_0179,receiver_0429,4.91,withdrawal,gas,Phoenix,pos,0
tx_001430,2026-01-06 14:05:35.123794,sender_0180,receiver_0430,12.6,withdrawal,online,NYC,atm,0
tx_001431,2026-01-21 23:21:21.123794,sender_0181,receiver_0431,191.42,payment,grocery,Philadelphia,mobile,0
tx_001432,2026-01-11 21:14:05.123794,sender_0182,receiver_0432,34.73,withdrawal,gas,Houston,pos,0
tx_001433,2026-01-21 16:16:57.123794,sender_0183,receiver_0433,61.66,transfer,gas,San Diego,pos,0
tx_001434,2026-01-24 04:26:22.123794,sender_0184,receiver_0434,7.33,transfer,online,LA,mobile,0
tx_001435,2026-01-19 19:31:52.123794,sender_0185,receiver_0435,199.3,payment,grocery,NYC,pos,0
tx_001436,2026-01-23 23:20:03.123794,sender_0186,receiver_0436,12.27262617797577,payment,retail,San Antonio,web,1
tx_001437,2026-01-21 15:14:19.123794,sender_0187,receiver_0437,20.43,payment,grocery,Philadelphia,pos,0
tx_001438,2026-01-02 05:14:23.123794,sender_0188,receiver_0438,102.28,payment,restaurant,San Antonio,pos,0
tx_001439,2026-01-20 10:22:41.123794,sender_0189,receiver_0439,10.14,transfer,grocery,San Antonio,pos,0
tx_001440,2026-01-09 20:47:31.123794,sender_0190,receiver_0440,137.17,payment,online,NYC,pos,0
tx_001441,2026-01-14 16:40:14.123794,sender_0191,receiver_0441,14.82,transfer,grocery,LA,mobile,0
tx_001442,2026-01-09 12:03:59.123794,sender_0192,receiver_0442,8.68,deposit,retail,LA,mobile,0
tx_001443,2026-01-07 02:20:41.123794,sender_0193,receiver_0443,376.05,deposit,restaurant,San Diego,mobile,0
tx_001444,2026-01-18 02:18:10.123794,sender_0194,receiver_0444,300.072625738311,deposit,retail,Houston,mobile,1
tx_001445,2026-01-26 10:01:15.123794,sender_0195,receiver_0445,118.93,transfer,gas,NYC,mobile,0
tx_001446,2026-01-08 18:55:18.123794,sender_0196,receiver_0446,251.47,payment,restaurant,LA,web,0
tx_001447,2026-01-30 16:39:04.123794,sender_0197,receiver_0447,1.07,deposit,online,San Diego,mobile,0
tx_001448,2026-01-27 09:15:50.123794,sender_0198,receiver_0448,141.48,deposit,retail,San Diego,atm,0
tx_001449,2026-01-06 18:27:30.123794,sender_0199,receiver_0449,17.43,withdrawal,restaurant,San Diego,atm,0
tx_001450,2026-01-27 19:47:55.123794,sender_0200,receiver_0450,21.24,payment,retail,Chicago,web,0
tx_001451,2026-01-07 07:29:21.123794,sender_0201,receiver_0451,105.23,payment,grocery,Phoenix,web,0
tx_001452,2026-01-14 15:53:03.123794,sender_0202,receiver_0452,31.67,withdrawal,online,LA,mobile,0
tx_001453,2026-01-15 06:33:17.123794,sender_0203,receiver_0453,133.19,transfer,gas,NYC,mobile,0
tx_001454,2026-01-03 12:57:07.123794,sender_0204,receiver_0454,51.35,payment,grocery,NYC,web,0
tx_001455,2026-01-12 10:08:00.123794,sender_0205,receiver_0455,70.27,withdrawal,restaurant,LA,atm,0
tx_001456,2026-01-15 17:42:28.123794,sender_0206,receiver_0456,26.17,withdrawal,retail,Phoenix,web,0
tx_001457,2026-01-17 13:29:21.123794,sender_0207,receiver_0457,11.05,payment,entertainment,San Diego,atm,0
tx_001458,2026-01-28 22:04:23.123794,sender_0208,receiver_0458,17.98,payment,restaurant,NYC,mobile,0
tx_001459,2026-01-27 10:53:40.123794,sender_0209,receiver_0459,46.79,deposit,retail,San Diego,mobile,0
tx_001460,2026-01-28 06:19:54.123794,sender_0210,receiver_0460,859.08,payment,restaurant,LA,atm,0
tx_001461,2026-01-08 14:28:39.123794,sender_0211,receiver_0461,496.64,withdrawal,online,Chicago,mobile,0
tx_001462,2026-01-15 20:32:34.123794,sender_0212,receiver_0462,20.49,withdrawal,grocery,Chicago,web,0
tx_001463,2026-01-14 03:03:42.123794,sender_0213,receiver_0463,59.76,withdrawal,online,Chicago,atm,0
tx_001464,2026-01-31 11:40:29.123794,sender_0214,receiver_0464,35.46,withdrawal,grocery,LA,mobile,0
tx_001465,2026-01-06 16:36:52.123794,sender_0215,receiver_0465,66.38,payment,gas,Philadelphia,web,0
tx_001466,2026-01-15 11:01:58.123794,sender_0216,receiver_0466,80.51,payment,online,San Antonio,web,0
tx_001467,2026-01-05 09:29:39.123794,sender_0217,receiver_0467,120.45,payment,retail,San Diego,atm,0
tx_001468,2026-01-28 23:25:20.123794,sender_0218,receiver_0468,0.7,transfer,online,LA,mobile,0
tx_001469,2026-01-20 21:56:50.123794,sender_0219,receiver_0469,94.61,transfer,retail,San Antonio,atm,0
tx_001470,2026-01-20 19:51:00.123794,sender_0220,receiver_0470,30.01,transfer,retail,Phoenix,mobile,0
tx_001471,2026-01-18 20:48:40.123794,sender_0221,receiver_0471,18.96,withdrawal,grocery,San Diego,web,0
tx_001472,2026-01-24 22:35:50.123794,sender_0222,receiver_0472,739.4911243743114,transfer,restaurant,Chicago,mobile,1
tx_001473,2026-01-03 06:09:12.123794,sender_0223,receiver_0473,492.87,transfer,online,San Diego,mobile,0
tx_001474,2026-01-10 17:10:55.123794,sender_0224,receiver_0474,153.47,transfer,retail,San Antonio,mobile,0
tx_001475,2026-01-19 15:30:12.123794,sender_0225,receiver_0475,25.08,payment,entertainment,San Antonio,mobile,0
tx_001476,2026-01-09 19:39:01.123794,sender_0226,receiver_0476,10.87,transfer,online,NYC,mobile,0
tx_001477,2026-01-25 08:07:44.123794,sender_0227,receiver_0477,0.6,payment,online,Houston,mobile,0
tx_001478,2026-01-29 16:46:13.123794,sender_0228,receiver_0478,71.79,transfer,online,Houston,pos,0
tx_001479,2026-01-08 13:44:46.123794,sender_0229,receiver_0479,130.13,withdrawal,gas,NYC,mobile,0
tx_001480,2026-01-10 14:19:49.123794,sender_0230,receiver_0480,46.86,deposit,gas,LA,pos,0
tx_001481,2026-01-16 17:28:58.123794,sender_0231,receiver_0481,221.54,deposit,online,San Diego,pos,0
tx_001482,2026-01-25 07:09:48.123794,sender_0232,receiver_0482,7.54,payment,retail,Chicago,web,0
tx_001483,2026-01-23 16:14:46.123794,sender_0233,receiver_0483,42.23,payment,entertainment,NYC,web,0
tx_001484,2026-01-15 02:58:59.123794,sender_0234,receiver_0484,37.51,payment,gas,Houston,mobile,0
tx_001485,2026-01-08 00:12:17.123794,sender_0235,receiver_0485,46.29,transfer,online,NYC,pos,0
tx_001486,2026-01-07 06:07:59.123794,sender_0236,receiver_0486,314.79,payment,retail,Houston,web,0
tx_001487,2026-01-11 18:21:27.123794,sender_0237,receiver_0487,46.65,transfer,online,Phoenix,pos,0
tx_001488,2026-01-24 01:22:09.123794,sender_0238,receiver_0488,35.09,withdrawal,gas,Chicago,mobile,0
tx_001489,2026-01-10 05:53:15.123794,sender_0239,receiver_0489,13.4,transfer,online,San Antonio,pos,0
tx_001490,2026-01-11 10:03:13.123794,sender_0240,receiver_0490,400.56,payment,online,NYC,mobile,0
tx_001491,2026-01-12 18:45:57.123794,sender_0241,receiver_0491,6.38,payment,online,San Diego,pos,0
tx_001492,2026-01-19 22:44:26.123794,sender_0242,receiver_0492,23.82,payment,online,San Diego,mobile,0
tx_001493,2026-01-19 15:28:19.123794,sender_0243,receiver_0493,692.91,withdrawal,retail,NYC,web,0
tx_001494,2026-01-22 20:13:24.123794,sender_0244,receiver_0494,110.21,payment,grocery,San Diego,web,0
tx_001495,2026-01-29 06:32:47.123794,sender_0245,receiver_0495,52.97,payment,restaurant,Houston,web,0
tx_001496,2026-01-04 06:47:55.123794,sender_0246,receiver_0496,56.4,payment,online,Chicago,mobile,0
tx_001497,2026-01-30 23:48:46.123794,sender_0247,receiver_0497,13.2,transfer,gas,LA,web,0
tx_001498,2026-01-11 01:20:50.123794,sender_0248,receiver_0498,49.26,payment,entertainment,Chicago,mobile,0
tx_001499,2026-01-04 08:18:41.123794,sender_0249,receiver_0499,32.3,deposit,gas,San Diego,web,0
tx_001500,2026-01-21 12:56:53.123794,sender_0000,receiver_0000,71.48,deposit,restaurant,LA,web,0
tx_001501,2026-01-12 08:20:33.123794,sender_0001,receiver_0001,5.7,withdrawal,retail,NYC,mobile,0
tx_001502,2026-01-28 09:22:51.123794,sender_0002,receiver_0002,99.16,transfer,grocery,LA,atm,0
tx_001503,2026-01-17 16:50:41.123794,sender_0003,receiver_0003,250.87,transfer,retail,Houston,mobile,0
tx_001504,2026-01-27 15:28:15.123794,sender_0004,receiver_0004,40.22,payment,online,San Diego,mobile,0
tx_001505,2026-01-04 22:59:04.123794,sender_0005,receiver_0005,144.12,withdrawal,grocery,Phoenix,web,0
tx_001506,2026-01-06 19:03:00.123794,sender_0006,receiver_0006,86.97,withdrawal,retail,LA,pos,0
tx_001507,2026-01-19 00:58:46.123794,sender_0007,receiver_0007,21.94,withdrawal,grocery,Chicago,web,0
tx_001508,2026-01-19 15:21:23.123794,sender_0008,receiver_0008,11.16,payment,restaurant,Chicago,atm,0
tx_001509,2026-01-29 13:33:12.123794,sender_0009,receiver_0009,13.77,transfer,grocery,NYC,web,0
tx_001510,2026-01-12 07:23:06.123794,sender_0010,receiver_0010,84.72,transfer,grocery,Houston,atm,0
tx_001511,2026-01-25 07:15:27.123794,sender_0011,receiver_0011,50.19,transfer,retail,NYC,mobile,0
tx_001512,2026-01-18 20:29:54.123794,sender_0012,receiver_0012,369.68,payment,online,San Diego,atm,0
tx_001513,2026-01-04 06:04:44.123794,sender_0013,receiver_0013,178.81,transfer,grocery,Houston,mobile,0
tx_001514,2026-01-14 09:43:53.123794,sender_0014,receiver_0014,178.25,withdrawal,online,San Diego,web,0
tx_001515,2026-01-18 03:03:15.123794,sender_0015,receiver_0015,326.88342967681916,payment,online,San Diego,mobile,1
tx_001516,2026-01-08 06:52:58.123794,sender_0016,receiver_0016,12.89,transfer,retail,San Diego,pos,0
tx_001517,2026-01-17 23:31:35.123794,sender_0017,receiver_0017,88.94,transfer,restaurant,NYC,atm,0
tx_001518,2026-01-30 10:41:11.123794,sender_0018,receiver_0018,60.09,transfer,retail,San Diego,pos,0
tx_001519,2026-01-22 22:57:03.123794,sender_0019,receiver_0019,9.9,withdrawal,restaurant,San Antonio,mobile,0
tx_001520,2026-01-09 07:46:13.123794,sender_0020,receiver_0020,335.27,payment,online,San Antonio,mobile,0
tx_001521,2026-01-23 00:57:34.123794,sender_0021,receiver_0021,285.27,transfer,entertainment,NYC,mobile,0
tx_001522,2026-01-28 17:17:52.123794,sender_0022,receiver_0022,9.81,withdrawal,gas,NYC,web,0
tx_001523,2026-01-24 15:20:51.123794,sender_0023,receiver_0023,20.97,payment,grocery,San Diego,atm,0
tx_001524,2026-01-12 07:04:33.123794,sender_0024,receiver_0024,23.93,payment,gas,LA,mobile,0
tx_001525,2026-01-09 19:07:19.123794,sender_0025,receiver_0025,136.29,withdrawal,grocery,NYC,mobile,0
tx_001526,2026-01-16 13:08:45.123794,sender_0026,receiver_0026,114.67,withdrawal,gas,Chicago,mobile,0
tx_001527,2026-01-05 15:27:24.123794,sender_0027,receiver_0027,58.36,payment,online,San Diego,atm,0
tx_001528,2026-01-19 15:52:48.123794,sender_0028,receiver_0028,82.33,payment,restaurant,Houston,mobile,0
tx_001529,2026-01-14 02:15:50.123794,sender_0029,receiver_0029,7.91,transfer,restaurant,San Diego,pos,0
tx_001530,2026-01-06 15:29:23.123794,sender_0030,receiver_0030,96.74,withdrawal,restaurant,LA,mobile,0
tx_001531,2026-01-29 04:12:04.123794,sender_0031,receiver_0031,46.93,payment,grocery,LA,atm,0
tx_001532,2026-01-14 18:41:35.123794,sender_0032,receiver_0032,19.72,withdrawal,restaurant,Houston,web,0
tx_001533,2026-01-22 12:43:56.123794,sender_0033,receiver_0033,5.48,withdrawal,online,Phoenix,mobile,0
tx_001534,2026-01-04 22:28:16.123794,sender_0034,receiver_0034,56.85,deposit,grocery,Chicago,atm,0
tx_001535,2026-01-30 07:09:17.123794,sender_0035,receiver_0035,93.26,transfer,entertainment,LA,mobile,0
tx_001536,2026-01-24 11:24:05.123794,sender_0036,receiver_0036,4.25,transfer,restaurant,LA,web,0
tx_001537,2026-01-18 18:17:05.123794,sender_0037,receiver_0037,56.13,transfer,retail,LA,web,0
tx_001538,2026-01-13 01:40:09.123794,sender_0038,receiver_0038,65.59,withdrawal,grocery,Philadelphia,mobile,0
tx_001539,2026-01-18 10:34:52.123794,sender_0039,receiver_0039,23.78,transfer,online,Chicago,atm,0
tx_001540,2026-01-22 05:37:23.123794,sender_0040,receiver_0040,96.52,transfer,online,NYC,web,0
